itemid,username,snmpv3_contextname,inventory_link,multiplier,authtype,trends,snmpv3_authpassphrase,snmp_oid,templateid,snmpv3_securitylevel,port,lastns,password,logtimefmt,mtime,delay,publickey,state,params,snmpv3_securityname,formula,type,snmpv3_authprotocol,prevvalue,status,lastlogsize,lastclock,snmp_community,description,data_type,evaltype,trapper_hosts,lastvalue,units,value_type,delta,snmpv3_privprotocol,delay_flex,interfaceid,snmpv3_privpassphrase,hostid,key_,name,privatekey,lifetime,valuemapid,flags,error,ipmi_sensor,history
23130,,,0,0,0,365,,,0,0,,0,,,0,60,,0,,,1,0,0,0,0,0,0,,,0,0,,0,,0,0,0,,0,,10076,"system.stat[page,po]",Pages paged out to paging space,,30,0,0,,,7
23131,,,0,0,0,365,,,0,0,,0,,,0,60,,0,,,1,0,0,0,0,0,0,,,0,0,,0,,0,0,0,,0,,10076,"system.stat[page,sr]",Pages scanned by page-replacement algorithm,,30,0,0,,,7
23296,,,0,0,0,365,,,10010,0,,0,,,0,60,,0,,,1,0,0,0,0,0,0,,The processor load is calculated as system CPU load divided by number of CPU cores.,0,0,,0,,0,0,0,,1,,10084,"system.cpu.load[percpu,avg1]",Processor load (1 min average per core),,0,0,0,,,7
23042,,,0,0,0,365,,,0,0,,0,,,0,60,,0,,,1,0,0,0,0,0,0,,The processor load is calculated as system CPU load divided by number of CPU cores.,0,0,,0,,0,0,0,,0,,10079,"system.cpu.load[percpu,avg1]",Processor load (1 min average per core),,30,0,0,,,7
10010,,,0,0,0,365,,,0,0,,0,,,0,60,,0,,,1,0,0,0,0,0,0,,The processor load is calculated as system CPU load divided by number of CPU cores.,0,0,,0,,0,0,0,,0,,10001,"system.cpu.load[percpu,avg1]",Processor load (1 min average per core),,0,0,0,,,7
22842,,,0,0,0,365,,,0,0,,0,,,0,60,,0,,,1,0,0,0,0,0,0,,The processor load is calculated as system CPU load divided by number of CPU cores.,0,0,,0,,0,0,0,,0,,10074,"system.cpu.load[percpu,avg1]",Processor load (1 min average per core),,30,0,0,,,7
22882,,,0,0,0,365,,,0,0,,0,,,0,60,,0,,,1,0,0,0,0,0,0,,The processor load is calculated as system CPU load divided by number of CPU cores.,0,0,,0,,0,0,0,,0,,10075,"system.cpu.load[percpu,avg1]",Processor load (1 min average per core),,30,0,0,,,7
22922,,,0,0,0,365,,,0,0,,0,,,0,60,,0,,,1,0,0,0,0,0,0,,The processor load is calculated as system CPU load divided by number of CPU cores.,0,0,,0,,0,0,0,,0,,10076,"system.cpu.load[percpu,avg1]",Processor load (1 min average per core),,30,0,0,,,7
23700,,,0,0,0,365,,,10010,0,,0,,,0,60,,0,,,1,0,0,0,0,0,0,,The processor load is calculated as system CPU load divided by number of CPU cores.,0,0,,0,,0,0,0,,2,,10105,"system.cpu.load[percpu,avg1]",Processor load (1 min average per core),,0,0,0,,,7
22962,,,0,0,0,365,,,0,0,,0,,,0,60,,0,,,1,0,0,0,0,0,0,,The processor load is calculated as system CPU load divided by number of CPU cores.,0,0,,0,,0,0,0,,0,,10077,"system.cpu.load[percpu,avg1]",Processor load (1 min average per core),,30,0,0,,,7
23002,,,0,0,0,365,,,0,0,,0,,,0,60,,0,,,1,0,0,0,0,0,0,,The processor load is calculated as system CPU load divided by number of CPU cores.,0,0,,0,,0,0,0,,0,,10078,"system.cpu.load[percpu,avg1]",Processor load (1 min average per core),,30,0,0,,,7
23143,,,0,0,0,365,,,0,0,,0,,,0,60,,0,,,1,0,0,0,0,0,0,,,0,0,,0,,0,0,0,,0,,10081,"system.cpu.load[percpu,avg1]",Processor load (1 min average),,30,0,0,,,7
23041,,,0,0,0,365,,,0,0,,0,,,0,60,,0,,,1,0,0,0,0,0,0,,The processor load is calculated as system CPU load divided by number of CPU cores.,0,0,,0,,0,0,0,,0,,10079,"system.cpu.load[percpu,avg15]",Processor load (15 min average per core),,30,0,0,,,7
22841,,,0,0,0,365,,,0,0,,0,,,0,60,,0,,,1,0,0,0,0,0,0,,The processor load is calculated as system CPU load divided by number of CPU cores.,0,0,,0,,0,0,0,,0,,10074,"system.cpu.load[percpu,avg15]",Processor load (15 min average per core),,30,0,0,,,7
22881,,,0,0,0,365,,,0,0,,0,,,0,60,,0,,,1,0,0,0,0,0,0,,The processor load is calculated as system CPU load divided by number of CPU cores.,0,0,,0,,0,0,0,,0,,10075,"system.cpu.load[percpu,avg15]",Processor load (15 min average per core),,30,0,0,,,7
22921,,,0,0,0,365,,,0,0,,0,,,0,60,,0,,,1,0,0,0,0,0,0,,The processor load is calculated as system CPU load divided by number of CPU cores.,0,0,,0,,0,0,0,,0,,10076,"system.cpu.load[percpu,avg15]",Processor load (15 min average per core),,30,0,0,,,7
23699,,,0,0,0,365,,,22677,0,,0,,,0,60,,0,,,1,0,0,0,0,0,0,,The processor load is calculated as system CPU load divided by number of CPU cores.,0,0,,0,,0,0,0,,2,,10105,"system.cpu.load[percpu,avg15]",Processor load (15 min average per core),,0,0,0,,,7
22677,,,0,0,0,365,,,0,0,,0,,,0,60,,0,,,1,0,0,0,0,0,0,,The processor load is calculated as system CPU load divided by number of CPU cores.,0,0,,0,,0,0,0,,0,,10001,"system.cpu.load[percpu,avg15]",Processor load (15 min average per core),,0,0,0,,,7
22961,,,0,0,0,365,,,0,0,,0,,,0,60,,0,,,1,0,0,0,0,0,0,,The processor load is calculated as system CPU load divided by number of CPU cores.,0,0,,0,,0,0,0,,0,,10077,"system.cpu.load[percpu,avg15]",Processor load (15 min average per core),,30,0,0,,,7
23001,,,0,0,0,365,,,0,0,,0,,,0,60,,0,,,1,0,0,0,0,0,0,,The processor load is calculated as system CPU load divided by number of CPU cores.,0,0,,0,,0,0,0,,0,,10078,"system.cpu.load[percpu,avg15]",Processor load (15 min average per core),,30,0,0,,,7
23295,,,0,0,0,365,,,22677,0,,0,,,0,60,,0,,,1,0,0,0,0,0,0,,The processor load is calculated as system CPU load divided by number of CPU cores.,0,0,,0,,0,0,0,,1,,10084,"system.cpu.load[percpu,avg15]",Processor load (15 min average per core),,0,0,0,,,7
23144,,,0,0,0,365,,,0,0,,0,,,0,60,,0,,,1,0,0,0,0,0,0,,,0,0,,0,,0,0,0,,0,,10081,"system.cpu.load[percpu,avg15]",Processor load (15 min average),,30,0,0,,,7
23297,,,0,0,0,365,,,22674,0,,0,,,0,60,,0,,,1,0,0,0,0,0,0,,The processor load is calculated as system CPU load divided by number of CPU cores.,0,0,,0,,0,0,0,,1,,10084,"system.cpu.load[percpu,avg5]",Processor load (5 min average per core),,0,0,0,,,7
23043,,,0,0,0,365,,,0,0,,0,,,0,60,,0,,,1,0,0,0,0,0,0,,The processor load is calculated as system CPU load divided by number of CPU cores.,0,0,,0,,0,0,0,,0,,10079,"system.cpu.load[percpu,avg5]",Processor load (5 min average per core),,30,0,0,,,7
22843,,,0,0,0,365,,,0,0,,0,,,0,60,,0,,,1,0,0,0,0,0,0,,The processor load is calculated as system CPU load divided by number of CPU cores.,0,0,,0,,0,0,0,,0,,10074,"system.cpu.load[percpu,avg5]",Processor load (5 min average per core),,30,0,0,,,7
22883,,,0,0,0,365,,,0,0,,0,,,0,60,,0,,,1,0,0,0,0,0,0,,The processor load is calculated as system CPU load divided by number of CPU cores.,0,0,,0,,0,0,0,,0,,10075,"system.cpu.load[percpu,avg5]",Processor load (5 min average per core),,30,0,0,,,7
22923,,,0,0,0,365,,,0,0,,0,,,0,60,,0,,,1,0,0,0,0,0,0,,The processor load is calculated as system CPU load divided by number of CPU cores.,0,0,,0,,0,0,0,,0,,10076,"system.cpu.load[percpu,avg5]",Processor load (5 min average per core),,30,0,0,,,7
22674,,,0,0,0,365,,,0,0,,0,,,0,60,,0,,,1,0,0,0,0,0,0,,The processor load is calculated as system CPU load divided by number of CPU cores.,0,0,,0,,0,0,0,,0,,10001,"system.cpu.load[percpu,avg5]",Processor load (5 min average per core),,0,0,0,,,7
23701,,,0,0,0,365,,,22674,0,,0,,,0,60,,0,,,1,0,0,0,0,0,0,,The processor load is calculated as system CPU load divided by number of CPU cores.,0,0,,0,,0,0,0,,2,,10105,"system.cpu.load[percpu,avg5]",Processor load (5 min average per core),,0,0,0,,,7
22963,,,0,0,0,365,,,0,0,,0,,,0,60,,0,,,1,0,0,0,0,0,0,,The processor load is calculated as system CPU load divided by number of CPU cores.,0,0,,0,,0,0,0,,0,,10077,"system.cpu.load[percpu,avg5]",Processor load (5 min average per core),,30,0,0,,,7
23003,,,0,0,0,365,,,0,0,,0,,,0,60,,0,,,1,0,0,0,0,0,0,,The processor load is calculated as system CPU load divided by number of CPU cores.,0,0,,0,,0,0,0,,0,,10078,"system.cpu.load[percpu,avg5]",Processor load (5 min average per core),,30,0,0,,,7
23145,,,0,0,0,365,,,0,0,,0,,,0,60,,0,,,1,0,0,0,0,0,0,,,0,0,,0,,0,0,0,,0,,10081,"system.cpu.load[percpu,avg5]",Processor load (5 min average),,30,0,0,,,7
23118,,,0,0,0,365,,,0,0,,0,,,0,3600,,0,,,1,0,0,0,0,0,0,,,0,0,,0,,0,0,0,,0,,10076,system.stat[ent],Processor units is entitled to receive,,30,0,0,,,7
22817,,,0,0,0,365,,,0,0,,0,,,0,60,,0,,,1,12,0,0,0,0,0,,,0,0,,0,RPM,0,0,0,,0,,10072,system_fan_2,System Fan 2,,30,0,0,,System Fan 2,7
22807,,,0,0,0,365,,,0,0,,0,,,0,60,,0,,,1,12,0,0,0,0,0,,,0,0,,0,RPM,0,0,0,,0,,10071,system_fan_3,System Fan 3,,30,0,0,,System Fan 3,7
22818,,,0,0,0,365,,,0,0,,0,,,0,60,,0,,,1,12,0,0,0,0,0,,,0,0,,0,RPM,0,0,0,,0,,10072,system_fan_3,System Fan 3,,30,0,0,,System Fan 3,7
23121,,,0,0,0,365,,,0,0,,0,,,0,60,,0,,,1,0,0,0,0,0,0,,,0,0,,0,,0,0,0,,0,,10076,"system.stat[faults,sy]",System calls,,30,0,0,,,7
23312,,,5,0,0,365,,,10058,0,,0,,,0,3600,,0,,,1,0,0,0,0,0,0,,The information as normally returned by 'uname -a'.,0,0,,0,,1,0,0,,1,,10084,system.uname,System information,,0,0,0,,,7
23058,,,5,0,0,365,,,0,0,,0,,,0,3600,,0,,,1,0,0,0,0,0,0,,The information as normally returned by 'uname -a'.,0,0,,0,,1,0,0,,0,,10079,system.uname,System information,,30,0,0,,,7
10058,,,5,0,0,365,,,0,0,,0,,,0,3600,,0,,,1,0,0,0,0,0,0,,The information as normally returned by 'uname -a'.,0,0,,0,,1,0,0,,0,,10001,system.uname,System information,,0,0,0,,,7
22858,,,5,0,0,365,,,0,0,,0,,,0,3600,,0,,,1,0,0,0,0,0,0,,The information as normally returned by 'uname -a'.,0,0,,0,,1,0,0,,0,,10074,system.uname,System information,,30,0,0,,,7
23149,,,5,0,0,365,,,0,0,,0,,,0,3600,,0,,,1,0,0,0,0,0,0,,,0,0,,0,,1,0,0,,0,,10081,system.uname,System information,,30,0,0,,,7
22898,,,5,0,0,365,,,0,0,,0,,,0,3600,,0,,,1,0,0,0,0,0,0,,The information as normally returned by 'uname -a'.,0,0,,0,,1,0,0,,0,,10075,system.uname,System information,,30,0,0,,,7
22938,,,5,0,0,365,,,0,0,,0,,,0,3600,,0,,,1,0,0,0,0,0,0,,The information as normally returned by 'uname -a'.,0,0,,0,,1,0,0,,0,,10076,system.uname,System information,,30,0,0,,,7
23716,,,5,0,0,365,,,10058,0,,0,,,0,3600,,0,,,1,0,0,0,0,0,0,,The information as normally returned by 'uname -a'.,0,0,,0,,1,0,0,,2,,10105,system.uname,System information,,0,0,0,,,7
22978,,,5,0,0,365,,,0,0,,0,,,0,3600,,0,,,1,0,0,0,0,0,0,,The information as normally returned by 'uname -a'.,0,0,,0,,1,0,0,,0,,10077,system.uname,System information,,30,0,0,,,7
23018,,,5,0,0,365,,,0,0,,0,,,0,3600,,0,,,1,0,0,0,0,0,0,,The information as normally returned by 'uname -a'.,0,0,,0,,1,0,0,,0,,10078,system.uname,System information,,30,0,0,,,7
23313,,,0,0,0,365,,,10025,0,,0,,,0,600,,0,,,1,0,0,0,0,0,0,,,0,0,,0,uptime,3,0,0,,1,,10084,system.uptime,System uptime,,0,0,0,,,7
23059,,,0,0,0,365,,,0,0,,0,,,0,600,,0,,,1,0,0,0,0,0,0,,,0,0,,0,uptime,3,0,0,,0,,10079,system.uptime,System uptime,,30,0,0,,,7
10025,,,0,0,0,365,,,0,0,,0,,,0,600,,0,,,1,0,0,0,0,0,0,,,0,0,,0,uptime,3,0,0,,0,,10001,system.uptime,System uptime,,0,0,0,,,7
22859,,,0,0,0,365,,,0,0,,0,,,0,600,,0,,,1,0,0,0,0,0,0,,,0,0,,0,uptime,3,0,0,,0,,10074,system.uptime,System uptime,,30,0,0,,,7
23150,,,0,0,0,365,,,0,0,,0,,,0,60,,0,,,1,0,0,0,0,0,0,,,0,0,,0,uptime,3,0,0,,0,,10081,system.uptime,System uptime,,30,0,0,,,7
22899,,,0,0,0,365,,,0,0,,0,,,0,600,,0,,,1,0,0,0,0,0,0,,,0,0,,0,uptime,3,0,0,,0,,10075,system.uptime,System uptime,,30,0,0,,,7
22939,,,0,0,0,365,,,0,0,,0,,,0,600,,0,,,1,0,0,0,0,0,0,,,0,0,,0,uptime,3,0,0,,0,,10076,system.uptime,System uptime,,30,0,0,,,7
23717,,,0,0,0,365,,,10025,0,,0,,,0,600,,0,,,1,0,0,0,0,0,0,,,0,0,,0,uptime,3,0,0,,2,,10105,system.uptime,System uptime,,0,0,0,,,7
23019,,,0,0,0,365,,,0,0,,0,,,0,600,,0,,,1,0,0,0,0,0,0,,,0,0,,0,uptime,3,0,0,,0,,10078,system.uptime,System uptime,,30,0,0,,,7
23311,,,0,0,0,365,,,10030,0,,0,,,0,3600,,0,,,1,0,0,0,0,0,0,,,0,0,,0,B,3,0,0,,1,,10084,"system.swap.size[,total]",Total swap space,,0,0,0,,,7
10030,,,0,0,0,365,,,0,0,,0,,,0,3600,,0,,,1,0,0,0,0,0,0,,,0,0,,0,B,3,0,0,,0,,10001,"system.swap.size[,total]",Total swap space,,0,0,0,,,7
22857,,,0,0,0,365,,,0,0,,0,,,0,3600,,0,,,1,0,0,0,0,0,0,,,0,0,,0,B,3,0,0,,0,,10074,"system.swap.size[,total]",Total swap space,,30,0,0,,,7
23148,,,0,0,0,365,,,0,0,,0,,,0,3600,,0,,,1,0,0,0,0,0,0,,,0,0,,0,B,3,0,0,,0,,10081,"system.swap.size[,total]",Total swap space,,30,0,0,,,7
22897,,,0,0,0,365,,,0,0,,0,,,0,3600,,0,,,1,0,0,0,0,0,0,,,0,0,,0,B,3,0,0,,0,,10075,"system.swap.size[,total]",Total swap space,,30,0,0,,,7
23715,,,0,0,0,365,,,10030,0,,0,,,0,3600,,0,,,1,0,0,0,0,0,0,,,0,0,,0,B,3,0,0,,2,,10105,"system.swap.size[,total]",Total swap space,,0,0,0,,,7
23017,,,0,0,0,365,,,0,0,,0,,,0,3600,,0,,,1,0,0,0,0,0,0,,,0,0,,0,B,3,0,0,,0,,10078,"system.swap.size[,total]",Total swap space,,30,0,0,,,7
23213,,,0,0,0,365,,,0,0,,0,,,0,3600,,0,,,1,16,0,0,0,0,0,,,0,0,,0,,3,0,0,,0,,10082,"jmx[""java.lang:type=OperatingSystem"",MaxFileDescriptorCount]",os Max File Descriptor Count,,30,0,0,,,7
23214,,,0,0,0,365,,,0,0,,0,,,0,60,,0,,,1,16,0,0,0,0,0,,,0,0,,0,,3,0,0,,0,,10082,"jmx[""java.lang:type=OperatingSystem"",OpenFileDescriptorCount]",os Open File Descriptor Count,,30,0,0,,,7
23637,,,0,1,0,365,,,0,0,,0,,,0,60,,0,,,100,16,0,0,0,0,0,,,0,0,,0,%,0,0,0,,0,,10082,"jmx[""java.lang:type=OperatingSystem"",ProcessCpuLoad]",os Process CPU Load,,30,0,0,,,7
