status,functions,description,state,url,type,templateid,lastchange,value,priority,triggerid,flags,comments,error,expression
0,"[{u'itemid': u'22978', u'function': u'diff', u'triggerid': u'13386', u'parameter': u'0', u'functionid': u'12773'}]",Host information was changed on {HOST.NAME},0,,0,0,0,0,1,13386,0,,,{12773}>0
0,"[{u'itemid': u'22981', u'function': u'diff', u'triggerid': u'13388', u'parameter': u'0', u'functionid': u'12775'}]",/etc/passwd has been changed on {HOST.NAME},0,,0,0,0,0,2,13388,0,,,{12775}>0
0,"[{u'itemid': u'22982', u'function': u'last', u'triggerid': u'13389', u'parameter': u'0', u'functionid': u'12776'}]",Lack of available memory on server {HOST.NAME},0,,0,0,0,0,3,13389,0,,,{12776}<20M
0,"[{u'itemid': u'22993', u'function': u'nodata', u'triggerid': u'13392', u'parameter': u'5m', u'functionid': u'12779'}]",Zabbix agent on {HOST.NAME} is unreachable for 5 minutes,0,,0,13025,0,0,3,13392,0,,,{12779}=1
0,"[{u'itemid': u'22994', u'function': u'diff', u'triggerid': u'13393', u'parameter': u'0', u'functionid': u'12933'}]",Version of zabbix_agent(d) was changed on {HOST.NAME},0,,0,13026,0,0,1,13393,0,,,{12933}>0
0,"[{u'itemid': u'22996', u'function': u'last', u'triggerid': u'13395', u'parameter': u'0', u'functionid': u'12782'}]",Configured max number of processes is too low on {HOST.NAME},0,,0,0,0,0,1,13395,0,,,{12782}<256
0,"[{u'itemid': u'22997', u'function': u'avg', u'triggerid': u'13396', u'parameter': u'5m', u'functionid': u'13093'}]",Too many processes running on {HOST.NAME},0,,0,0,0,0,2,13396,0,,,{13093}>30
0,"[{u'itemid': u'22998', u'function': u'avg', u'triggerid': u'13397', u'parameter': u'5m', u'functionid': u'13092'}]",Too many processes on {HOST.NAME},0,,0,0,0,0,2,13397,0,,,{13092}>300
0,"[{u'itemid': u'23002', u'function': u'avg', u'triggerid': u'13398', u'parameter': u'5m', u'functionid': u'13091'}]",Processor load is too high on {HOST.NAME},0,,0,0,0,0,2,13398,0,,,{13091}>5
0,"[{u'itemid': u'23007', u'function': u'avg', u'triggerid': u'13399', u'parameter': u'5m', u'functionid': u'13090'}]",Disk I/O is overloaded on {HOST.NAME},0,,0,0,0,0,2,13399,0,OS spends significant time waiting for I/O (input/output) operations. It could be indicator of performance issues with storage system.,,{13090}>20
0,"[{u'itemid': u'23013', u'function': u'diff', u'triggerid': u'13400', u'parameter': u'0', u'functionid': u'12787'}]",Hostname was changed on {HOST.NAME},0,,0,0,0,0,1,13400,0,,,{12787}>0
0,"[{u'itemid': u'23016', u'function': u'last', u'triggerid': u'13401', u'parameter': u'0', u'functionid': u'12788'}]",Lack of free swap space on {HOST.NAME},0,,0,0,0,0,2,13401,0,It probably means that the systems requires more physical memory.,,{12788}<50
0,"[{u'itemid': u'23018', u'function': u'diff', u'triggerid': u'13402', u'parameter': u'0', u'functionid': u'12789'}]",Host information was changed on {HOST.NAME},0,,0,0,0,0,1,13402,0,,,{12789}>0
0,"[{u'itemid': u'23019', u'function': u'change', u'triggerid': u'13403', u'parameter': u'0', u'functionid': u'12790'}]",{HOST.NAME} has just been restarted,0,,0,0,0,0,1,13403,0,,,{12790}<0
0,"[{u'itemid': u'23021', u'function': u'diff', u'triggerid': u'13404', u'parameter': u'0', u'functionid': u'12791'}]",/etc/passwd has been changed on {HOST.NAME},0,,0,0,0,0,2,13404,0,,,{12791}>0
0,"[{u'itemid': u'23022', u'function': u'last', u'triggerid': u'13405', u'parameter': u'0', u'functionid': u'12792'}]",Lack of available memory on server {HOST.NAME},0,,0,0,0,0,3,13405,0,,,{12792}<20M
0,"[{u'itemid': u'23033', u'function': u'nodata', u'triggerid': u'13408', u'parameter': u'5m', u'functionid': u'12795'}]",Zabbix agent on {HOST.NAME} is unreachable for 5 minutes,0,,0,13025,0,0,3,13408,0,,,{12795}=1
0,"[{u'itemid': u'23034', u'function': u'diff', u'triggerid': u'13409', u'parameter': u'0', u'functionid': u'12934'}]",Version of zabbix_agent(d) was changed on {HOST.NAME},0,,0,13026,0,0,1,13409,0,,,{12934}>0
0,"[{u'itemid': u'23035', u'function': u'last', u'triggerid': u'13410', u'parameter': u'0', u'functionid': u'12797'}]",Configured max number of opened files is too low on {HOST.NAME},0,,0,0,0,0,1,13410,0,,,{12797}<1024
0,"[{u'itemid': u'23036', u'function': u'last', u'triggerid': u'13411', u'parameter': u'0', u'functionid': u'12798'}]",Configured max number of processes is too low on {HOST.NAME},0,,0,0,0,0,1,13411,0,,,{12798}<256
0,"[{u'itemid': u'23042', u'function': u'avg', u'triggerid': u'13414', u'parameter': u'5m', u'functionid': u'13086'}]",Processor load is too high on {HOST.NAME},0,,0,0,0,0,2,13414,0,,,{13086}>5
0,"[{u'itemid': u'23053', u'function': u'diff', u'triggerid': u'13416', u'parameter': u'0', u'functionid': u'12803'}]",Hostname was changed on {HOST.NAME},0,,0,0,0,0,1,13416,0,,,{12803}>0
0,"[{u'itemid': u'23058', u'function': u'diff', u'triggerid': u'13418', u'parameter': u'0', u'functionid': u'12805'}]",Host information was changed on {HOST.NAME},0,,0,0,0,0,1,13418,0,,,{12805}>0
0,"[{u'itemid': u'23059', u'function': u'change', u'triggerid': u'13419', u'parameter': u'0', u'functionid': u'12806'}]",{HOST.NAME} has just been restarted,0,,0,0,0,0,1,13419,0,,,{12806}<0
0,"[{u'itemid': u'23061', u'function': u'diff', u'triggerid': u'13420', u'parameter': u'0', u'functionid': u'12807'}]",/etc/passwd has been changed on {HOST.NAME},0,,0,0,0,0,2,13420,0,,,{12807}>0
0,"[{u'itemid': u'23062', u'function': u'last', u'triggerid': u'13421', u'parameter': u'0', u'functionid': u'12808'}]",Lack of available memory on server {HOST.NAME},0,,0,0,0,0,3,13421,0,,,{12808}<20M
0,"[{u'itemid': u'23149', u'function': u'diff', u'triggerid': u'13425', u'parameter': u'0', u'functionid': u'12812'}]",Host information was changed on {HOST.NAME},0,,0,0,0,0,3,13425,0,,,{12812}>0
0,"[{u'itemid': u'23150', u'function': u'change', u'triggerid': u'13428', u'parameter': u'0', u'functionid': u'12815'}]",{HOST.NAME} has just been restarted,0,,0,0,0,0,3,13428,0,,,{12815}<0
0,"[{u'itemid': u'23140', u'function': u'avg', u'triggerid': u'13430', u'parameter': u'5m', u'functionid': u'13095'}]",Too many processes on {HOST.NAME},0,,0,0,0,0,3,13430,0,,,{13095}>300
0,"[{u'itemid': u'23147', u'function': u'last', u'triggerid': u'13431', u'parameter': u'0', u'functionid': u'12818'}]",Lack of free swap space on {HOST.NAME},0,,0,0,0,0,3,13431,0,,,{12818}<100000
0,"[{u'itemid': u'23158', u'function': u'last', u'triggerid': u'13433', u'parameter': u'0', u'functionid': u'12820'}]",Lack of free memory on server {HOST.NAME},0,,0,0,0,0,3,13433,0,,,{12820}<10000
0,"[{u'itemid': u'23143', u'function': u'avg', u'triggerid': u'13435', u'parameter': u'5m', u'functionid': u'13094'}]",Processor load is too high on {HOST.NAME},0,,0,0,0,0,3,13435,0,,,{13094}>5
0,"[{u'itemid': u'23328', u'function': u'avg', u'triggerid': u'13436', u'parameter': u'10m', u'functionid': u'13136'}]",Zabbix vmware collector processes more than 75% busy,1,,0,13097,0,0,3,13436,0,,"No ""vmware collector"" processes started.",({TRIGGER.VALUE}=0 and {13136}>75) or ({TRIGGER.VALUE}=1 and {13136}>65)
0,"[{u'itemid': u'23160', u'function': u'nodata', u'triggerid': u'13437', u'parameter': u'5m', u'functionid': u'12824'}]",Zabbix agent on {HOST.NAME} is unreachable for 5 minutes,0,,0,13025,0,0,3,13437,0,,,{12824}=1
0,"[{u'itemid': u'23161', u'function': u'diff', u'triggerid': u'13438', u'parameter': u'0', u'functionid': u'12935'}]",Version of zabbix_agent(d) was changed on {HOST.NAME},0,,0,13026,0,0,1,13438,0,,,{12935}>0
0,"[{u'itemid': u'23171', u'function': u'avg', u'triggerid': u'13441', u'parameter': u'10m', u'functionid': u'13127'}]",Zabbix snmp trapper processes more than 75% busy,0,,0,0,0,0,3,13441,0,,,({TRIGGER.VALUE}=0 and {13127}>75) or ({TRIGGER.VALUE}=1 and {13127}>65)
0,"[{u'itemid': u'23226', u'function': u'last', u'triggerid': u'13442', u'parameter': u'0', u'functionid': u'12830'}, {u'itemid': u'23227', u'function': u'last', u'triggerid': u'13442', u'parameter': u'0', u'functionid': u'12831'}]",70% http-8080 worker threads busy on {HOST.NAME},0,,0,0,0,0,2,13442,0,,,{12830} > ({12831} * 0.7)
0,"[{u'itemid': u'23235', u'function': u'last', u'triggerid': u'13443', u'parameter': u'0', u'functionid': u'12832'}, {u'itemid': u'23236', u'function': u'last', u'triggerid': u'13443', u'parameter': u'0', u'functionid': u'12833'}]",70% http-8443 worker threads busy on {HOST.NAME},0,,0,0,0,0,2,13443,0,,,{12832} > ({12833} * 0.7)
0,"[{u'itemid': u'23243', u'function': u'last', u'triggerid': u'13444', u'parameter': u'0', u'functionid': u'12834'}, {u'itemid': u'23244', u'function': u'last', u'triggerid': u'13444', u'parameter': u'0', u'functionid': u'12835'}]",70% jk-8009 worker threads busy on {HOST.NAME},0,,0,0,0,0,2,13444,0,,,{12834} > ({12835}  *0.7)
0,"[{u'itemid': u'23193', u'function': u'last', u'triggerid': u'13445', u'parameter': u'0', u'functionid': u'12836'}, {u'itemid': u'23192', u'function': u'last', u'triggerid': u'13445', u'parameter': u'0', u'functionid': u'12837'}]",70% mp CMS Old Gen used on {HOST.NAME},0,,0,0,0,0,3,13445,0,,,{12836}>({12837}*0.7)
0,"[{u'itemid': u'23196', u'function': u'last', u'triggerid': u'13446', u'parameter': u'0', u'functionid': u'12838'}, {u'itemid': u'23195', u'function': u'last', u'triggerid': u'13446', u'parameter': u'0', u'functionid': u'12839'}]",70% mp CMS Perm Gen used on {HOST.NAME},0,,0,0,0,0,3,13446,0,,,{12838}>({12839}*0.7)
0,"[{u'itemid': u'23199', u'function': u'last', u'triggerid': u'13447', u'parameter': u'0', u'functionid': u'12840'}, {u'itemid': u'23198', u'function': u'last', u'triggerid': u'13447', u'parameter': u'0', u'functionid': u'12841'}]",70% mp Code Cache used on {HOST.NAME},0,,0,0,0,0,3,13447,0,,,{12840}>({12841}*0.7)
0,"[{u'itemid': u'23202', u'function': u'last', u'triggerid': u'13448', u'parameter': u'0', u'functionid': u'12842'}, {u'itemid': u'23201', u'function': u'last', u'triggerid': u'13448', u'parameter': u'0', u'functionid': u'12843'}]",70% mp Perm Gen used on {HOST.NAME},0,,0,0,0,0,3,13448,0,,,{12842}>({12843}*0.7)
0,"[{u'itemid': u'23205', u'function': u'last', u'triggerid': u'13449', u'parameter': u'0', u'functionid': u'12844'}, {u'itemid': u'23204', u'function': u'last', u'triggerid': u'13449', u'parameter': u'0', u'functionid': u'12845'}]",70% mp PS Old Gen used on {HOST.NAME},0,,0,0,0,0,3,13449,0,,,{12844}>({12845}*0.7)
0,"[{u'itemid': u'23208', u'function': u'last', u'triggerid': u'13450', u'parameter': u'0', u'functionid': u'12846'}, {u'itemid': u'23207', u'function': u'last', u'triggerid': u'13450', u'parameter': u'0', u'functionid': u'12847'}]",70% mp PS Perm Gen used on {HOST.NAME},0,,0,0,0,0,3,13450,0,,,{12846}>({12847}*0.7)
0,"[{u'itemid': u'23211', u'function': u'last', u'triggerid': u'13451', u'parameter': u'0', u'functionid': u'12848'}, {u'itemid': u'23210', u'function': u'last', u'triggerid': u'13451', u'parameter': u'0', u'functionid': u'12849'}]",70% mp Tenured Gen used on {HOST.NAME},0,,0,0,0,0,3,13451,0,,,{12848}>({12849}*0.7)
0,"[{u'itemid': u'23214', u'function': u'last', u'triggerid': u'13452', u'parameter': u'0', u'functionid': u'12850'}, {u'itemid': u'23213', u'function': u'last', u'triggerid': u'13452', u'parameter': u'0', u'functionid': u'12851'}]",70% os Opened File Descriptor Count used on {HOST.NAME},0,,0,0,0,0,3,13452,0,,,{12850}>({12851}*0.7)
0,"[{u'itemid': u'23183', u'function': u'last', u'triggerid': u'13453', u'parameter': u'0', u'functionid': u'12852'}, {u'itemid': u'23177', u'function': u'last', u'triggerid': u'13453', u'parameter': u'0', u'functionid': u'12853'}]",gc Concurrent Mark Sweep in fire fighting mode on {HOST.NAME},0,,0,0,0,0,3,13453,0,,,{12852}<{12853}
0,"[{u'itemid': u'23179', u'function': u'last', u'triggerid': u'13454', u'parameter': u'0', u'functionid': u'12854'}, {u'itemid': u'23181', u'function': u'last', u'triggerid': u'13454', u'parameter': u'0', u'functionid': u'12855'}]",gc Mark Sweep Compact in fire fighting mode on {HOST.NAME},0,,0,0,0,0,3,13454,0,,,{12854}<{12855}
0,"[{u'itemid': u'23186', u'function': u'last', u'triggerid': u'13455', u'parameter': u'0', u'functionid': u'12856'}, {u'itemid': u'23187', u'function': u'last', u'triggerid': u'13455', u'parameter': u'0', u'functionid': u'12857'}]",gc PS Mark Sweep in fire fighting mode on {HOST.NAME},0,,0,0,0,0,3,13455,0,,,{12856}<{12857}
0,"[{u'itemid': u'23222', u'function': u'str', u'triggerid': u'13456', u'parameter': u'off', u'functionid': u'12858'}]",gzip compression is off for connector http-8080 on {HOST.NAME},0,,0,0,0,0,1,13456,0,,,{12858} = 1
0,"[{u'itemid': u'23231', u'function': u'str', u'triggerid': u'13457', u'parameter': u'off', u'functionid': u'12859'}]",gzip compression is off for connector http-8443 on {HOST.NAME},0,,0,0,0,0,1,13457,0,,,{12859} = 1
0,"[{u'itemid': u'23191', u'function': u'last', u'triggerid': u'13458', u'parameter': u'0', u'functionid': u'12860'}, {u'itemid': u'23192', u'function': u'last', u'triggerid': u'13458', u'parameter': u'0', u'functionid': u'12861'}]",mp CMS Old Gen fully committed on {HOST.NAME},0,,0,0,0,0,2,13458,0,,,{12860}={12861}
0,"[{u'itemid': u'23194', u'function': u'last', u'triggerid': u'13459', u'parameter': u'0', u'functionid': u'12862'}, {u'itemid': u'23195', u'function': u'last', u'triggerid': u'13459', u'parameter': u'0', u'functionid': u'12863'}]",mp CMS Perm Gen fully committed on {HOST.NAME},0,,0,0,0,0,2,13459,0,,,{12862}={12863}
0,"[{u'itemid': u'23197', u'function': u'last', u'triggerid': u'13460', u'parameter': u'0', u'functionid': u'12864'}, {u'itemid': u'23198', u'function': u'last', u'triggerid': u'13460', u'parameter': u'0', u'functionid': u'12865'}]",mp Code Cache fully committed on {HOST.NAME},0,,0,0,0,0,2,13460,0,,,{12864}={12865}
0,"[{u'itemid': u'23200', u'function': u'last', u'triggerid': u'13461', u'parameter': u'0', u'functionid': u'12866'}, {u'itemid': u'23201', u'function': u'last', u'triggerid': u'13461', u'parameter': u'0', u'functionid': u'12867'}]",mp Perm Gen fully committed on {HOST.NAME},0,,0,0,0,0,2,13461,0,,,{12866}={12867}
0,"[{u'itemid': u'23203', u'function': u'last', u'triggerid': u'13462', u'parameter': u'0', u'functionid': u'12868'}, {u'itemid': u'23204', u'function': u'last', u'triggerid': u'13462', u'parameter': u'0', u'functionid': u'12869'}]",mp PS Old Gen fully committed on {HOST.NAME},0,,0,0,0,0,2,13462,0,,,{12868}={12869}
0,"[{u'itemid': u'23206', u'function': u'last', u'triggerid': u'13463', u'parameter': u'0', u'functionid': u'12870'}, {u'itemid': u'23207', u'function': u'last', u'triggerid': u'13463', u'parameter': u'0', u'functionid': u'12871'}]",mp PS Perm Gen fully committed on {HOST.NAME},0,,0,0,0,0,2,13463,0,,,{12870}={12871}
0,"[{u'itemid': u'23209', u'function': u'last', u'triggerid': u'13464', u'parameter': u'0', u'functionid': u'12872'}, {u'itemid': u'23210', u'function': u'last', u'triggerid': u'13464', u'parameter': u'0', u'functionid': u'12873'}]",mp Tenured Gen fully committed on {HOST.NAME},0,,0,0,0,0,2,13464,0,,,{12872}={12873}
0,"[{u'itemid': u'23188', u'function': u'nodata', u'triggerid': u'13465', u'parameter': u'1m', u'functionid': u'12874'}]",{HOST.NAME} is not reachable,0,,0,0,0,0,3,13465,0,,,{12874}=1
0,"[{u'itemid': u'23212', u'function': u'str', u'triggerid': u'13466', u'parameter': u'Client', u'functionid': u'12967'}]",{HOST.NAME} uses suboptimal JIT compiler,0,,0,0,0,0,1,13466,0,,,{12967}=1
0,"[{u'itemid': u'23252', u'function': u'avg', u'triggerid': u'13467', u'parameter': u'10m', u'functionid': u'13100'}]",Zabbix alerter processes more than 75% busy,0,,0,13080,1449477812,0,3,13467,0,,,({TRIGGER.VALUE}=0 and {13100}>75) or ({TRIGGER.VALUE}=1 and {13100}>65)
0,"[{u'itemid': u'23253', u'function': u'avg', u'triggerid': u'13468', u'parameter': u'10m', u'functionid': u'13102'}]",Zabbix configuration syncer processes more than 75% busy,0,,0,13081,1449477813,0,3,13468,0,,,({TRIGGER.VALUE}=0 and {13102}>75) or ({TRIGGER.VALUE}=1 and {13102}>65)
0,"[{u'itemid': u'23254', u'function': u'avg', u'triggerid': u'13469', u'parameter': u'10m', u'functionid': u'13104'}]",Zabbix db watchdog processes more than 75% busy,0,,0,13082,1449477814,0,3,13469,0,,,({TRIGGER.VALUE}=0 and {13104}>75) or ({TRIGGER.VALUE}=1 and {13104}>65)
0,"[{u'itemid': u'23255', u'function': u'avg', u'triggerid': u'13470', u'parameter': u'10m', u'functionid': u'13106'}]",Zabbix discoverer processes more than 75% busy,0,,0,13083,1449827735,0,3,13470,0,,,({TRIGGER.VALUE}=0 and {13106}>75) or ({TRIGGER.VALUE}=1 and {13106}>65)
0,"[{u'itemid': u'23256', u'function': u'avg', u'triggerid': u'13471', u'parameter': u'10m', u'functionid': u'13108'}]",Zabbix escalator processes more than 75% busy,0,,0,13084,1449477816,0,3,13471,0,,,({TRIGGER.VALUE}=0 and {13108}>75) or ({TRIGGER.VALUE}=1 and {13108}>65)
0,"[{u'itemid': u'23257', u'function': u'avg', u'triggerid': u'13472', u'parameter': u'10m', u'functionid': u'13110'}]",Zabbix history syncer processes more than 75% busy,0,,0,13085,1449477817,0,3,13472,0,,,({TRIGGER.VALUE}=0 and {13110}>75) or ({TRIGGER.VALUE}=1 and {13110}>65)
0,"[{u'itemid': u'23258', u'function': u'avg', u'triggerid': u'13473', u'parameter': u'30m', u'functionid': u'13112'}]",Zabbix housekeeper processes more than 75% busy,0,,0,13086,1449477818,0,3,13473,0,,,({TRIGGER.VALUE}=0 and {13112}>75) or ({TRIGGER.VALUE}=1 and {13112}>65)
0,"[{u'itemid': u'23259', u'function': u'avg', u'triggerid': u'13474', u'parameter': u'10m', u'functionid': u'13114'}]",Zabbix http poller processes more than 75% busy,0,,0,13087,1449477819,0,3,13474,0,,,({TRIGGER.VALUE}=0 and {13114}>75) or ({TRIGGER.VALUE}=1 and {13114}>65)
1,"[{u'itemid': u'23260', u'function': u'avg', u'triggerid': u'13475', u'parameter': u'1m', u'functionid': u'13199'}]",Zabbix icmp pinger processes more than 75% busy,0,,0,13088,1449477820,1,3,13475,0,,,({TRIGGER.VALUE}=0 and {13199}>75) or ({TRIGGER.VALUE}=1 and {13199}>65)
0,"[{u'itemid': u'23261', u'function': u'avg', u'triggerid': u'13476', u'parameter': u'10m', u'functionid': u'13118'}]",Zabbix ipmi poller processes more than 75% busy,1,,0,13089,0,0,3,13476,0,,"No ""ipmi poller"" processes started.",({TRIGGER.VALUE}=0 and {13118}>75) or ({TRIGGER.VALUE}=1 and {13118}>65)
0,"[{u'itemid': u'23262', u'function': u'avg', u'triggerid': u'13477', u'parameter': u'10m', u'functionid': u'13120'}]",Zabbix java poller processes more than 75% busy,1,,0,13275,0,0,3,13477,0,,"No ""java poller"" processes started.",({TRIGGER.VALUE}=0 and {13120}>75) or ({TRIGGER.VALUE}=1 and {13120}>65)
0,"[{u'itemid': u'23264', u'function': u'avg', u'triggerid': u'13479', u'parameter': u'10m', u'functionid': u'13124'}]",Zabbix poller processes more than 75% busy,0,,0,13091,1449477824,0,3,13479,0,,,({TRIGGER.VALUE}=0 and {13124}>75) or ({TRIGGER.VALUE}=1 and {13124}>65)
0,"[{u'itemid': u'23265', u'function': u'avg', u'triggerid': u'13480', u'parameter': u'10m', u'functionid': u'13126'}]",Zabbix proxy poller processes more than 75% busy,0,,0,13092,1449477825,0,3,13480,0,,,({TRIGGER.VALUE}=0 and {13126}>75) or ({TRIGGER.VALUE}=1 and {13126}>65)
0,"[{u'itemid': u'23266', u'function': u'min', u'triggerid': u'13481', u'parameter': u'10m', u'functionid': u'13030'}]",Zabbix self-monitoring processes more than 75% busy,0,,0,13093,1449477826,0,3,13481,0,,,({TRIGGER.VALUE}=0 and {13030}>75) or ({TRIGGER.VALUE}=1 and {13030}>65)
0,"[{u'itemid': u'23267', u'function': u'avg', u'triggerid': u'13482', u'parameter': u'10m', u'functionid': u'13128'}]",Zabbix snmp trapper processes more than 75% busy,1,,0,13441,0,0,3,13482,0,,"No ""snmp trapper"" processes started.",({TRIGGER.VALUE}=0 and {13128}>75) or ({TRIGGER.VALUE}=1 and {13128}>65)
0,"[{u'itemid': u'23268', u'function': u'avg', u'triggerid': u'13483', u'parameter': u'10m', u'functionid': u'13130'}]",Zabbix timer processes more than 75% busy,0,,0,13094,1449477828,0,3,13483,0,,,({TRIGGER.VALUE}=0 and {13130}>75) or ({TRIGGER.VALUE}=1 and {13130}>65)
0,"[{u'itemid': u'23269', u'function': u'avg', u'triggerid': u'13484', u'parameter': u'10m', u'functionid': u'13132'}]",Zabbix trapper processes more than 75% busy,0,,0,13095,1449477829,0,3,13484,0,,,({TRIGGER.VALUE}=0 and {13132}>75) or ({TRIGGER.VALUE}=1 and {13132}>65)
0,"[{u'itemid': u'23270', u'function': u'avg', u'triggerid': u'13485', u'parameter': u'10m', u'functionid': u'13134'}]",Zabbix unreachable poller processes more than 75% busy,0,,0,13096,1449477830,0,3,13485,0,,,({TRIGGER.VALUE}=0 and {13134}>75) or ({TRIGGER.VALUE}=1 and {13134}>65)
0,"[{u'itemid': u'23271', u'function': u'min', u'triggerid': u'13486', u'parameter': u'10m', u'functionid': u'12895'}]",More than 100 items having missing data for more than 10 minutes,0,,0,13023,1449478071,0,2,13486,0,"zabbix[queue,10m] item is collecting data about how many items are missing data for more than 10 minutes (next parameter)",,{12895}>100
0,"[{u'itemid': u'23273', u'function': u'min', u'triggerid': u'13487', u'parameter': u'10m', u'functionid': u'12896'}]",Less than 25% free in the configuration cache,0,,0,13015,1449477833,0,3,13487,0,Consider increasing CacheSize in the zabbix_server.conf configuration file,,{12896}<25
0,"[{u'itemid': u'23274', u'function': u'min', u'triggerid': u'13488', u'parameter': u'10m', u'functionid': u'12897'}]",Less than 25% free in the history cache,0,,0,13073,1449477834,0,3,13488,0,,,{12897}<25
0,"[{u'itemid': u'23275', u'function': u'min', u'triggerid': u'13489', u'parameter': u'10m', u'functionid': u'12898'}]",Less than 25% free in the text history cache,0,,0,13017,1449477835,0,3,13489,0,,,{12898}<25
0,"[{u'itemid': u'23276', u'function': u'min', u'triggerid': u'13490', u'parameter': u'10m', u'functionid': u'12899'}]",Less than 25% free in the trends cache,0,,0,13019,1449477836,0,3,13490,0,,,{12899}<25
0,"[{u'itemid': u'23287', u'function': u'nodata', u'triggerid': u'13491', u'parameter': u'5m', u'functionid': u'12900'}]",Zabbix agent on {HOST.NAME} is unreachable for 5 minutes,0,,0,10047,0,0,3,13491,0,,,{12900}=1
0,"[{u'itemid': u'23288', u'function': u'diff', u'triggerid': u'13492', u'parameter': u'0', u'functionid': u'12928'}]",Version of zabbix_agent(d) was changed on {HOST.NAME},1,,0,10045,0,0,1,13492,0,,Agent is unavailable.,{12928}>0
0,"[{u'itemid': u'23289', u'function': u'last', u'triggerid': u'13493', u'parameter': u'0', u'functionid': u'12902'}]",Configured max number of opened files is too low on {HOST.NAME},1,,0,10042,0,0,1,13493,0,,Agent is unavailable.,{12902}<1024
0,"[{u'itemid': u'23290', u'function': u'last', u'triggerid': u'13494', u'parameter': u'0', u'functionid': u'12903'}]",Configured max number of processes is too low on {HOST.NAME},1,,0,10041,0,0,1,13494,0,,Agent is unavailable.,{12903}<256
0,"[{u'itemid': u'23291', u'function': u'avg', u'triggerid': u'13495', u'parameter': u'5m', u'functionid': u'13085'}]",Too many processes running on {HOST.NAME},1,,0,10011,0,0,2,13495,0,,Agent is unavailable.,{13085}>30
0,"[{u'itemid': u'23292', u'function': u'avg', u'triggerid': u'13496', u'parameter': u'5m', u'functionid': u'13083'}]",Too many processes on {HOST.NAME},1,,0,10190,0,0,2,13496,0,,Agent is unavailable.,{13083}>300
0,"[{u'itemid': u'23296', u'function': u'avg', u'triggerid': u'13497', u'parameter': u'5m', u'functionid': u'13079'}]",Processor load is too high on {HOST.NAME},1,,0,10010,0,0,2,13497,0,,Agent is unavailable.,{13079}>5
0,"[{u'itemid': u'23301', u'function': u'avg', u'triggerid': u'13498', u'parameter': u'5m', u'functionid': u'13081'}]",Disk I/O is overloaded on {HOST.NAME},1,,0,13243,0,0,2,13498,0,OS spends significant time waiting for I/O (input/output) operations. It could be indicator of performance issues with storage system.,Agent is unavailable.,{13081}>20
0,"[{u'itemid': u'23307', u'function': u'diff', u'triggerid': u'13499', u'parameter': u'0', u'functionid': u'12908'}]",Hostname was changed on {HOST.NAME},1,,0,10043,0,0,1,13499,0,,Agent is unavailable.,{12908}>0
0,"[{u'itemid': u'23310', u'function': u'last', u'triggerid': u'13500', u'parameter': u'0', u'functionid': u'12909'}]",Lack of free swap space on {HOST.NAME},1,,0,10012,0,0,2,13500,0,It probably means that the systems requires more physical memory.,Agent is unavailable.,{12909}<50
0,"[{u'itemid': u'23312', u'function': u'diff', u'triggerid': u'13501', u'parameter': u'0', u'functionid': u'12910'}]",Host information was changed on {HOST.NAME},1,,0,10044,0,0,1,13501,0,,Agent is unavailable.,{12910}>0
0,"[{u'itemid': u'23313', u'function': u'change', u'triggerid': u'13502', u'parameter': u'0', u'functionid': u'12911'}]",{HOST.NAME} has just been restarted,1,,0,10021,0,0,1,13502,0,,Agent is unavailable.,{12911}<0
0,"[{u'itemid': u'23315', u'function': u'diff', u'triggerid': u'13503', u'parameter': u'0', u'functionid': u'12912'}]",/etc/passwd has been changed on {HOST.NAME},1,,0,10016,0,0,2,13503,0,,Agent is unavailable.,{12912}>0
0,"[{u'itemid': u'23316', u'function': u'last', u'triggerid': u'13504', u'parameter': u'0', u'functionid': u'13196'}]",Lack of available memory on server {HOST.NAME},1,,0,13000,0,0,3,13504,0,,Agent is unavailable.,{13196}<900M
0,"[{u'itemid': u'23318', u'function': u'diff', u'triggerid': u'13507', u'parameter': u'0', u'functionid': u'12936'}]",Host name of zabbix_agentd was changed on {HOST.NAME},0,,0,0,0,0,1,13507,0,,,{12936}>0
0,"[{u'itemid': u'23319', u'function': u'diff', u'triggerid': u'13508', u'parameter': u'0', u'functionid': u'12937'}]",Host name of zabbix_agentd was changed on {HOST.NAME},0,,0,13507,0,0,1,13508,0,,,{12937}>0
0,"[{u'itemid': u'23327', u'function': u'diff', u'triggerid': u'13509', u'parameter': u'0', u'functionid': u'12938'}]",Host name of zabbix_agentd was changed on {HOST.NAME},1,,0,13508,0,0,1,13509,0,,Agent is unavailable.,{12938}>0
0,"[{u'itemid': u'23320', u'function': u'diff', u'triggerid': u'13510', u'parameter': u'0', u'functionid': u'12939'}]",Host name of zabbix_agentd was changed on {HOST.NAME},0,,0,13507,0,0,1,13510,0,,,{12939}>0
0,"[{u'itemid': u'23321', u'function': u'diff', u'triggerid': u'13511', u'parameter': u'0', u'functionid': u'12940'}]",Host name of zabbix_agentd was changed on {HOST.NAME},0,,0,13507,0,0,1,13511,0,,,{12940}>0
0,"[{u'itemid': u'23322', u'function': u'diff', u'triggerid': u'13512', u'parameter': u'0', u'functionid': u'12941'}]",Host name of zabbix_agentd was changed on {HOST.NAME},0,,0,13507,0,0,1,13512,0,,,{12941}>0
